ID,Title,Price,Currency,Available Quantity,Sold Quantity,Permalink,Brand ID,Brand Value,Units per Pack ID,Units per Pack Value,GTIN ID,GTIN Value,Seller ID,Seller Nickname,Installments Quantity,Installments Amount,Installments Rate,Installments Currency ID
MLB2119719149,Kit 3 Refil Filtro Compatível Purificador Água Soft Everest,121.98,BRL,250,,https://produto.mercadolivre.com.br/MLB-2119719149-kit-3-refil-filtro-compativel-purificador-agua-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,3,GTIN,7891150010376,4606655,24HORASHOP,4,30.5,0,BRL
MLB2119770582,Kit 5 Refil Filtro Compatível Purificador De Água Soft Plus,176.98,BRL,150,,https://produto.mercadolivre.com.br/MLB-2119770582-kit-5-refil-filtro-compativel-purificador-de-agua-soft-plus-_JM,BRAND,Policarbon,UNITS_PER_PACK,5,GTIN,7892449401547,4606655,24HORASHOP,5,35.4,0,BRL
MLB2119721609,Kit 4 Refil Filtro Purificador Água Compatível Soft Everest,137.98,BRL,200,,https://produto.mercadolivre.com.br/MLB-2119721609-kit-4-refil-filtro-purificador-agua-compativel-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,4,GTIN,7892449401493,4606655,24HORASHOP,12,13.41,16.64,BRL
MLB2120104340,Kit 5 Refil Filtro Purificador Água Compatível Soft Starplus,176.98,BRL,150,,https://produto.mercadolivre.com.br/MLB-2120104340-kit-5-refil-filtro-purificador-agua-compativel-soft-starplus-_JM,BRAND,Policarbon,UNITS_PER_PACK,5,GTIN,7892449401561,4606655,24HORASHOP,5,35.4,0,BRL
MLB1082965833,Kit 3 Filtro Refil Purificador De Agua Soft Antibacteriano,209.98,BRL,50000,,https://produto.mercadolivre.com.br/MLB-1082965833-kit-3-filtro-refil-purificador-de-agua-soft-antibacteriano-_JM,BRAND,WFS Filtros,UNITS_PER_PACK,3,GTIN,7898948665213,4606655,24HORASHOP,12,20.41,16.64,BRL
MLB1132859101,Filtro Refil Purificador Soft By Everest + Kit Instalação,40.98,BRL,100,,https://produto.mercadolivre.com.br/MLB-1132859101-filtro-refil-purificador-soft-by-everest-kit-instalaco-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,GTIN,7898945781930,4606655,24HORASHOP,3,13.66,0,BRL
MLB2119496938,Filtro Refil Purificador Água Soft Everest Plus Star Slim,35.98,BRL,500,,https://produto.mercadolivre.com.br/MLB-2119496938-filtro-refil-purificador-agua-soft-everest-plus-star-slim-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,GTIN,7892449401462,4606655,24HORASHOP,12,3.49,16.34,BRL
MLB3652783925,2x Filtro Refil Vela Compatível Soft Purificador Everest,62.98,BRL,1,,https://produto.mercadolivre.com.br/MLB-3652783925-2x-filtro-refil-vela-compativel-soft-purificador-everest-_JM,BRAND,Quality,UNITS_PER_PACK,1,GTIN,7892449403855,4606655,24HORASHOP,12,6.12,16.64,BRL
MLB3652835041,Refil Filtro Aqua Soft Compatível Purificador Água Everest,36.98,BRL,50,,https://produto.mercadolivre.com.br/MLB-3652835041-refil-filtro-aqua-soft-compativel-purificador-agua-everest-_JM,BRAND,Quality,UNITS_PER_PACK,1,GTIN,7892449403848,4606655,24HORASHOP,12,3.59,16.34,BRL
MLB3652846549,Filtro Refil Aqua Compatível Purificador Água Soft Everest,36.98,BRL,50,,https://produto.mercadolivre.com.br/MLB-3652846549-filtro-refil-aqua-compativel-purificador-agua-soft-everest-_JM,BRAND,Quality,UNITS_PER_PACK,1,GTIN,7892449403831,4606655,24HORASHOP,12,3.59,16.34,BRL
MLB1414529049,Filtro Pró Soft Everest Life Refil,48,BRL,500,,https://produto.mercadolivre.com.br/MLB-1414529049-filtro-pro-soft-everest-life-refil-_JM,BRAND,Purifika,UNITS_PER_PACK,1,GTIN,7895145091074,487460769,MULTIFRIO REFRIGERACAOSHOP,12,4.65,16.34,BRL
MLB866024978,Filtro Refil Vela Pró Life Purificador De Água Soft Everest,55.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-866024978-filtro-refil-vela-pro-life-purificador-de-agua-soft-everest-_JM,BRAND,Planeta Água,,,,,212389715,AMAVTOOLS,3,18.63,0,BRL
MLB2119523665,Refil Filtro Purificador Água Soft Plus Star Slim Fit Baby,35.98,BRL,500,,https://produto.mercadolivre.com.br/MLB-2119523665-refil-filtro-purificador-agua-soft-plus-star-slim-fit-baby-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,GTIN,7892449401462,4606655,24HORASHOP,12,3.49,16.34,BRL
MLB3652783935,2 Refil Filtro Aqua Soft Compatível Purificador Água Everest,62.98,BRL,1,,https://produto.mercadolivre.com.br/MLB-3652783935-2-refil-filtro-aqua-soft-compativel-purificador-agua-everest-_JM,BRAND,Quality,UNITS_PER_PACK,1,GTIN,7892449403855,4606655,24HORASHOP,12,6.12,16.64,BRL
MLB3652873351,Filtro Refil Compatível Soft Everest 2em1 Vela Purificador,36.98,BRL,50,,https://produto.mercadolivre.com.br/MLB-3652873351-filtro-refil-compativel-soft-everest-2em1-vela-purificador-_JM,BRAND,Quality,UNITS_PER_PACK,1,GTIN,7892449403848,4606655,24HORASHOP,12,3.59,16.34,BRL
MLB2128826257,Refil Wfs 008 Pure Flow - Filtro Similar Soft By Everest,54.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-2128826257-refil-wfs-008-pure-flow-filtro-similar-soft-by-everest-_JM,BRAND,WFS,,,,,758230676,GRUPOFDMA3,3,18.3,0,BRL
MLB4226201422,Refil Policarbon Compatível C/ Purificador Everest 1x,28.47,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226201422-refil-policarbon-compativel-c-purificador-everest-1x-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,352911903,MAGAZINE PANCADÃO,12,2.76,16.34,BRL
MLB4226282682,Refil Policarbon Compatível Filtro Purificador Soft Everest,30.27,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226282682-refil-policarbon-compativel-filtro-purificador-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,352911903,MAGAZINE PANCADÃO,3,10.09,0,BRL
MLB4226241850,Refil Filtro Vela Policarbon Purifika Compat C/ Soft Everest,108.23,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226241850-refil-filtro-vela-policarbon-purifika-compat-c-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,352911903,MAGAZINE PANCADÃO,12,10.52,16.64,BRL
MLB2767323426,Refil Filtro Hf-sft Para Purificador De Água Soft Everest,77.56,BRL,1,,https://produto.mercadolivre.com.br/MLB-2767323426-refil-filtro-hf-sft-para-purificador-de-agua-soft-everest-_JM,BRAND,Hidrofiltros,UNITS_PER_PACK,1,GTIN,7896811128889,145126223,H2O PURIFICADORES,3,25.85,0,BRL
MLB1050394860,Refil Soft Everest Original Envio Imediato - Kit C/ 02 Refis,264,BRL,500,,https://produto.mercadolivre.com.br/MLB-1050394860-refil-soft-everest-original-envio-imediato-kit-c-02-refis-_JM,BRAND,Soft Everest,,,,,326479469,TENERIFE EVT,8,33,0,BRL
MLB3912951018,Filtro Refil Compatível Com Purificador De Água Soft Everest,51.4,BRL,1,,https://produto.mercadolivre.com.br/MLB-3912951018-filtro-refil-compativel-com-purificador-de-agua-soft-everest-_JM,BRAND,Policarbon,,,GTIN,7898945781930,360121311,DMR FERRAMENTAS,12,5,16.64,BRL
MLB3541560149,Kit 2 Pçs Refil Pró Life Compatível Filtro De Água Soft 1013,133.5,BRL,1,,https://produto.mercadolivre.com.br/MLB-3541560149-kit-2-pcs-refil-pro-life-compativel-filtro-de-agua-soft-1013-_JM,BRAND,Planeta Água,UNITS_PER_PACK,2,,,82342831,I SAOLEOPOLDO,4,33.38,0,BRL
MLB3733585265,Refil Filtro Planeta Água Pro Life Compatível Soft Everest,42,BRL,1,,https://produto.mercadolivre.com.br/MLB-3733585265-refil-filtro-planeta-agua-pro-life-compativel-soft-everest-_JM,BRAND,Planeta Água,UNITS_PER_PACK,1,,,1411622779,TS CASA.DO.REFRIGERADOR,12,4.07,16.34,BRL
MLB3733624639,Refil Pró Life Vela Serve Purificador Filtro Soft Everest ,53.12,BRL,1,,https://produto.mercadolivre.com.br/MLB-3733624639-refil-pro-life-vela-serve-purificador-filtro-soft-everest-_JM,BRAND,Planeta Água,UNITS_PER_PACK,1,,,1411622779,TS CASA.DO.REFRIGERADOR,12,5.16,16.64,BRL
MLB4159739900,3x Refil Wfs027 Over Flow P/ Purifica De Água Ibbl C+3 Cz+7 Cor Branco,192.35,BRL,1,,https://www.mercadolivre.com.br/3x-refil-wfs027-over-flow-p-purifica-de-agua-ibbl-c3-cz7-cor-branco/p/MLB27732769,BRAND,WFS,,,,,200263240,GRUPO FDMA2,6,32.06,0,BRL
MLB2609483937,Filtro Refil Purificador De Água Soft Everest,55.95,BRL,1,,https://produto.mercadolivre.com.br/MLB-2609483937-filtro-refil-purificador-de-agua-soft-everest-_JM,BRAND,WFS,,,GTIN,8933990022924,657023931,NEWLIFEUTILIDADESDOMESTICAS,3,18.65,0,BRL
MLB2609531985,Filtro Refil Compatível Purificador Água Soft Everest Baby,55.95,BRL,1,,https://produto.mercadolivre.com.br/MLB-2609531985-filtro-refil-compativel-purificador-agua-soft-everest-baby-_JM,BRAND,WFS,,,GTIN,8933990022924,657023931,NEWLIFEUTILIDADESDOMESTICAS,3,18.65,0,BRL
MLB2609483950,Filtro Refil Compatível Purificador Água Soft Everest Slim,55.95,BRL,1,,https://produto.mercadolivre.com.br/MLB-2609483950-filtro-refil-compativel-purificador-agua-soft-everest-slim-_JM,BRAND,WFS,,,GTIN,8933990022924,657023931,NEWLIFEUTILIDADESDOMESTICAS,3,18.65,0,BRL
MLB2609531982,Filtro Refil Compatível Purificador Água Soft Everest Plus,55.95,BRL,1,,https://produto.mercadolivre.com.br/MLB-2609531982-filtro-refil-compativel-purificador-agua-soft-everest-plus-_JM,BRAND,WFS,,,GTIN,8933990022924,657023931,NEWLIFEUTILIDADESDOMESTICAS,3,18.65,0,BRL
MLB4395872914,Refil Purificador Pure Flow Wfs 008 Compatível Com Everest,53.29,BRL,1,,https://produto.mercadolivre.com.br/MLB-4395872914-refil-purificador-pure-flow-wfs-008-compativel-com-everest-_JM,BRAND,WFS,UNITS_PER_PACK,1,GTIN,7898948665213,22145996,BRFISH2,3,17.76,0,BRL
MLB3711265447,Kit 2 Filtro Refil Purificador Wfs008 Compatível Everest,119.29,BRL,1,,https://produto.mercadolivre.com.br/MLB-3711265447-kit-2-filtro-refil-purificador-wfs008-compativel-everest-_JM,BRAND,WFS,UNITS_PER_PACK,2,GTIN,7893199399016,22145996,BRFISH2,3,39.76,0,BRL
MLB1370883184,"Refil Pure Flow Wfs 008 Soft Everest Soft Plus, Soft",40.75,BRL,500,,https://produto.mercadolivre.com.br/MLB-1370883184-refil-pure-flow-wfs-008-soft-everest-soft-plus-soft-_JM,BRAND,WFS,,,,,225193141,CVM.COM,3,13.58,0,BRL
MLB1464966819,2 Refil Filtro Bbi Everlife Purificador Soft Everest Slim,119.07,BRL,500,,https://produto.mercadolivre.com.br/MLB-1464966819-2-refil-filtro-bbi-everlife-purificador-soft-everest-slim-_JM,BRAND,BBI Filtração,,,,,218223270,SUPERFILTERFILTROS,3,39.69,0,BRL
MLB4294954000,Cartucho Recarregável 20  X 2 1/2  Com Zeólita Remove Ferro,110.38,BRL,500,,https://produto.mercadolivre.com.br/MLB-4294954000-cartucho-recarregavel-20-x-2-12-com-zeolita-remove-ferro-_JM,BRAND,Royal B & B,,,,,568330522,ROYAL BEB,12,10.73,16.64,BRL
MLB3334681691,Refil Soft Everest - Kit C/ 10 Refis Original Envio Imediato,1300,BRL,200,,https://produto.mercadolivre.com.br/MLB-3334681691-refil-soft-everest-kit-c-10-refis-original-envio-imediato-_JM,BRAND,Soft Everest,,,,,1235173601,TPTP20221109071117,10,130,0,BRL
MLB1821422418,Pré Filtro Purificador Soft Everest Original,44.26,BRL,1,,https://produto.mercadolivre.com.br/MLB-1821422418-pre-filtro-purificador-soft-everest-original-_JM,BRAND,Everest,UNITS_PER_PACK,1,,,363742706,ELETROSHOP.LOUVEIRA,12,4.29,16.34,BRL
MLB1678001070,Refil Filtro Vela Purificador Soft Everest Baby Original,136.86,BRL,1,,https://produto.mercadolivre.com.br/MLB-1678001070-refil-filtro-vela-purificador-soft-everest-baby-original-_JM,BRAND,Everest,UNITS_PER_PACK,1,,,363742706,ELETROSHOP.LOUVEIRA,4,34.22,0,BRL
MLB1678001068,Refil Filtro Vela Purificador Soft Everest Plus Original,129.25,BRL,1,,https://produto.mercadolivre.com.br/MLB-1678001068-refil-filtro-vela-purificador-soft-everest-plus-original-_JM,BRAND,Everest,UNITS_PER_PACK,1,,,363742706,ELETROSHOP.LOUVEIRA,12,12.56,16.64,BRL
MLB1821427555,Refil Pré Filtro Purificador Soft Everest Original,44.53,BRL,1,,https://produto.mercadolivre.com.br/MLB-1821427555-refil-pre-filtro-purificador-soft-everest-original-_JM,BRAND,Everest,UNITS_PER_PACK,1,,,363742706,ELETROSHOP.LOUVEIRA,12,4.32,16.34,BRL
MLB1821425615,Pre Filtro Purificador Soft Everest,52.64,BRL,1,,https://produto.mercadolivre.com.br/MLB-1821425615-pre-filtro-purificador-soft-everest-_JM,BRAND,Everest,UNITS_PER_PACK,1,,,363742706,ELETROSHOP.LOUVEIRA,3,17.55,0,BRL
MLB1821427543,Refil Pre Filtro Purificador Soft Everest Original,52.54,BRL,1,,https://produto.mercadolivre.com.br/MLB-1821427543-refil-pre-filtro-purificador-soft-everest-original-_JM,BRAND,Everest,UNITS_PER_PACK,1,,,363742706,ELETROSHOP.LOUVEIRA,3,17.51,0,BRL
MLB2612248153,Refil Pró Life Para Purificador De Água Para Soft Everest,45,BRL,1,,https://produto.mercadolivre.com.br/MLB-2612248153-refil-pro-life-para-purificador-de-agua-para-soft-everest-_JM,BRAND,Planeta Água,UNITS_PER_PACK,1,,,293956188,EMSACESSORIOS,3,15,0,BRL
MLB3730689109,Kit 05 Refis Planeta Água Pro Life Compatível Soft Everest*,163.41,BRL,200,,https://produto.mercadolivre.com.br/MLB-3730689109-kit-05-refis-planeta-agua-pro-life-compativel-soft-everest-_JM,BRAND,Planeta Água Original,UNITS_PER_PACK,5,GTIN,7898614781995,60490075,TD CONSTRUÇÃO,12,15.88,16.64,BRL
MLB4739528140,Kit 02 Refis Planeta Água Pro Life Compatível Soft Everest*,60.09,BRL,500,,https://produto.mercadolivre.com.br/MLB-4739528140-kit-02-refis-planeta-agua-pro-life-compativel-soft-everest-_JM,BRAND,Planeta Água Original,UNITS_PER_PACK,2,GTIN,7898614781995,60490075,TD CONSTRUÇÃO,12,5.84,16.64,BRL
MLB4739710112,Kit 03 Refis Planeta Água Pro Life Compatível Soft Everest*,113.09,BRL,250,,https://produto.mercadolivre.com.br/MLB-4739710112-kit-03-refis-planeta-agua-pro-life-compativel-soft-everest-_JM,BRAND,Planeta Água Original,UNITS_PER_PACK,3,GTIN,7898614781995,60490075,TD CONSTRUÇÃO,12,10.99,16.64,BRL
MLB3730734491,Kit 04 Refis Planeta Água Pro Life Compatível Soft Everest*,136.85,BRL,250,,https://produto.mercadolivre.com.br/MLB-3730734491-kit-04-refis-planeta-agua-pro-life-compativel-soft-everest-_JM,BRAND,Planeta Água Original,UNITS_PER_PACK,4,GTIN,7898614781995,60490075,TD CONSTRUÇÃO,12,13.3,16.64,BRL
MLB4134406000,Refil Filtro Do Purificador Água Soft Slim Fit By Everest,70.42,BRL,50,,https://www.mercadolivre.com.br/refil-filtro-do-purificador-agua-soft-slim-fit-by-everest/p/MLB27673905,BRAND,Planeta Água,,,GTIN,7898614787997,219324699,OLIST,12,6.84,16.64,BRL
MLB749938605,Refil Soft Everest Original De Fábrica 12x Sem Juros,139,BRL,500,,https://produto.mercadolivre.com.br/MLB-749938605-refil-soft-everest-original-de-fabrica-12x-sem-juros-_JM,BRAND,Soft Everest,,,,,207483219,MAJU UTILIDADESDOMESTICAS,4,34.75,0,BRL
MLB3291189447,Refil Filtro Vela Purificador Soft Star Everest,99.99,BRL,1,,https://produto.mercadolivre.com.br/MLB-3291189447-refil-filtro-vela-purificador-soft-star-everest-_JM,BRAND,Planeta Água,,,,,800366132,BEIJAFLORREFRIGERACAOLTDABE,12,9.72,16.64,BRL
MLB4619205090,  Filtro Refil Planeta Água Compativel Soft Everest + 02 Mts,49.98,BRL,1,,https://produto.mercadolivre.com.br/MLB-4619205090-filtro-refil-planeta-agua-compativel-soft-everest-02-mts-_JM,BRAND,Planeta Água,UNITS_PER_PACK,1,,,267349645,MAGAZINE LIMAPORTES,12,4.85,16.34,BRL
MLB1636051319,Refil Filtro Pro Life Purificador Soft Everest Compatível,45,BRL,1,,https://produto.mercadolivre.com.br/MLB-1636051319-refil-filtro-pro-life-purificador-soft-everest-compativel-_JM,BRAND,Planeta Água,,,,,629089783,MAKFREEZER 2020,3,15,0,BRL
MLB2158394768,Filtro Refil Compatível Purificador Água Soft Everest Slim,63.75,BRL,500,,https://produto.mercadolivre.com.br/MLB-2158394768-filtro-refil-compativel-purificador-agua-soft-everest-slim-_JM,BRAND,WFS,UNITS_PER_PACK,1,GTIN,7010639781075,363342951,24HORASFILTROS3,3,21.25,0,BRL
MLB4592977704,Filtro Refil Aqua Compatível Purificador Água Soft Everest,33.98,BRL,500,,https://produto.mercadolivre.com.br/MLB-4592977704-filtro-refil-aqua-compativel-purificador-agua-soft-everest-_JM,BRAND,Quality,UNITS_PER_PACK,1,GTIN,7892449403848,363342951,24HORASFILTROS3,12,3.29,16.34,BRL
MLB2158362861,Kit 2 Filtro Refil Compatível Purificador Soft Everest Todos,141.28,BRL,500,,https://produto.mercadolivre.com.br/MLB-2158362861-kit-2-filtro-refil-compativel-purificador-soft-everest-todos-_JM,BRAND,WFS,UNITS_PER_PACK,2,GTIN,7010639781051,363342951,24HORASFILTROS3,12,13.73,16.64,BRL
MLB2128131758,Refil Compatível Purificador Soft Everest Antimicrobiano,63.8,BRL,500,,https://produto.mercadolivre.com.br/MLB-2128131758-refil-compativel-purificador-soft-everest-antimicrobiano-_JM,BRAND,WFS Filtros,UNITS_PER_PACK,1,GTIN,7898948665213,363342951,24HORASFILTROS3,3,21.27,0,BRL
MLB3611703443,2 Refil Filtro Aqua Compatível Purificador Água Soft Everest,56.46,BRL,250,,https://produto.mercadolivre.com.br/MLB-3611703443-2-refil-filtro-aqua-compativel-purificador-agua-soft-everest-_JM,BRAND,Quality,UNITS_PER_PACK,2,GTIN,7892449403732,363342951,24HORASFILTROS3,12,5.49,16.64,BRL
MLB4156519336,Kit 2 Filtro Refil Compatível Soft Everest 2em1 Purificador,106.99,BRL,50,,https://produto.mercadolivre.com.br/MLB-4156519336-kit-2-filtro-refil-compativel-soft-everest-2em1-purificador-_JM,BRAND,Policarbon,,,,,801047872,SUNFLOWER-SHOP-,3,35.66,0,BRL
MLB2158388357,Refil Filtro Compatível Purificador Água Soft Everest Star,61.98,BRL,500,,https://produto.mercadolivre.com.br/MLB-2158388357-refil-filtro-compativel-purificador-agua-soft-everest-star-_JM,BRAND,WFS,UNITS_PER_PACK,1,GTIN,7892449401967,363342951,24HORASFILTROS3,12,6.02,16.64,BRL
MLB2158388420,Refil Filtro Compatível Purificador Água Soft Everest Slim,57.38,BRL,500,,https://produto.mercadolivre.com.br/MLB-2158388420-refil-filtro-compativel-purificador-agua-soft-everest-slim-_JM,BRAND,WFS,UNITS_PER_PACK,1,GTIN,7010639781068,363342951,24HORASFILTROS3,12,5.58,16.64,BRL
MLB3053275288,Refil Filtro Do Purificador Agua Soft Slim Fit Baby Everest,44.5,BRL,1,,https://produto.mercadolivre.com.br/MLB-3053275288-refil-filtro-do-purificador-agua-soft-slim-fit-baby-everest-_JM,BRAND,Soft Everest,,,,,43856470,HPEQUIPAMENTOS 28167752000160,12,4.31,16.34,BRL
MLB2158349810,Refil Filtro Compatível Purificador Água Soft Everest Baby,63.8,BRL,500,,https://produto.mercadolivre.com.br/MLB-2158349810-refil-filtro-compativel-purificador-agua-soft-everest-baby-_JM,BRAND,WFS,UNITS_PER_PACK,1,GTIN,7010639781068,363342951,24HORASFILTROS3,3,21.27,0,BRL
MLB2158388372,Refil Filtro Compatível Purificador Água Soft By Everest,68.98,BRL,500,,https://produto.mercadolivre.com.br/MLB-2158388372-refil-filtro-compativel-purificador-agua-soft-by-everest-_JM,BRAND,WFS,UNITS_PER_PACK,1,GTIN,7892449401967,363342951,24HORASFILTROS3,3,22.99,0,BRL
MLB2158388378,Refil Filtro Compatível Purificador Água Soft Everest Fit,57.38,BRL,500,,https://produto.mercadolivre.com.br/MLB-2158388378-refil-filtro-compativel-purificador-agua-soft-everest-fit-_JM,BRAND,WFS,UNITS_PER_PACK,1,GTIN,7010639781082,363342951,24HORASFILTROS3,12,5.58,16.64,BRL
MLB4484582460,2 Refil Filtro Aqua Soft Compatível Purificador Água Everest,60.98,BRL,250,,https://produto.mercadolivre.com.br/MLB-4484582460-2-refil-filtro-aqua-soft-compativel-purificador-agua-everest-_JM,BRAND,Quality,UNITS_PER_PACK,2,GTIN,7892449403732,363342951,24HORASFILTROS3,12,5.93,16.64,BRL
MLB4593003526,Filtro Refil Compatível Soft Everest 2em1 Vela Purificador,33.98,BRL,500,,https://produto.mercadolivre.com.br/MLB-4593003526-filtro-refil-compativel-soft-everest-2em1-vela-purificador-_JM,BRAND,Quality,UNITS_PER_PACK,1,GTIN,7892449403831,363342951,24HORASFILTROS3,12,3.29,16.34,BRL
MLB4592990456,Refil Filtro Aqua Soft Compatível Purificador Água Everest,33.98,BRL,500,,https://produto.mercadolivre.com.br/MLB-4592990456-refil-filtro-aqua-soft-compativel-purificador-agua-everest-_JM,BRAND,Quality,UNITS_PER_PACK,1,GTIN,7892449403848,363342951,24HORASFILTROS3,12,3.29,16.34,BRL
MLB2158400968,Refil Filtro Compatível Purificador Água Soft Everest Plus,63.75,BRL,500,,https://produto.mercadolivre.com.br/MLB-2158400968-refil-filtro-compativel-purificador-agua-soft-everest-plus-_JM,BRAND,WFS,UNITS_PER_PACK,1,GTIN,7010639781082,363342951,24HORASFILTROS3,3,21.25,0,BRL
MLB4593016602,2 Refil Filtro Aqua Soft Compatível Purificador Água Everest,57.98,BRL,500,,https://produto.mercadolivre.com.br/MLB-4593016602-2-refil-filtro-aqua-soft-compativel-purificador-agua-everest-_JM,BRAND,Quality,UNITS_PER_PACK,2,GTIN,7892449403855,363342951,24HORASFILTROS3,12,5.64,16.64,BRL
MLB2128116918,Kit 4 Refil Filtro Purificador Água Compatível Soft Everest,132.98,BRL,200,,https://produto.mercadolivre.com.br/MLB-2128116918-kit-4-refil-filtro-purificador-agua-compativel-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,4,GTIN,7010639780849,363342951,24HORASFILTROS3,12,12.93,16.64,BRL
MLB2128131640,Kit 4 Filtro Refil Compatível Soft Everest 2em1 Purificador,132.98,BRL,200,,https://produto.mercadolivre.com.br/MLB-2128131640-kit-4-filtro-refil-compativel-soft-everest-2em1-purificador-_JM,BRAND,Policarbon,UNITS_PER_PACK,4,GTIN,7010639781419,363342951,24HORASFILTROS3,12,12.93,16.64,BRL
MLB2128158056,Kit 6 Filtros Refil Compatível Purificador Soft Everest Vela,195.98,BRL,150,,https://produto.mercadolivre.com.br/MLB-2128158056-kit-6-filtros-refil-compativel-purificador-soft-everest-vela-_JM,BRAND,Policarbon,UNITS_PER_PACK,6,GTIN,7898945781930,363342951,24HORASFILTROS3,6,32.66,0,BRL
MLB2128123294,Filtro Refil Vela Purificador De Água Soft Compatível 7720,36.98,BRL,500,,https://produto.mercadolivre.com.br/MLB-2128123294-filtro-refil-vela-purificador-de-agua-soft-compativel-7720-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,GTIN,7010639780832,363342951,24HORASFILTROS3,3,12.33,0,BRL
MLB2128145275,Filtro Refil Soft Everest Purificador - Adesivo Troca Brinde,34.38,BRL,500,,https://produto.mercadolivre.com.br/MLB-2128145275-filtro-refil-soft-everest-purificador-adesivo-troca-brinde-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,GTIN,7898945781930,363342951,24HORASFILTROS3,3,11.46,0,BRL
MLB2128158104,Filtro Agua Compatível Purificador Soft Everest Refil Vela,36.98,BRL,500,,https://produto.mercadolivre.com.br/MLB-2128158104-filtro-agua-compativel-purificador-soft-everest-refil-vela-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,GTIN,7898945781930,363342951,24HORASFILTROS3,3,12.33,0,BRL
MLB2128104345,Kit 3 Refil Filtro Purificador Água Soft Everest Baby Star,78.8,BRL,250,,https://produto.mercadolivre.com.br/MLB-2128104345-kit-3-refil-filtro-purificador-agua-soft-everest-baby-star-_JM,BRAND,Policarbon,UNITS_PER_PACK,3,GTIN,7010639780931,363342951,24HORASFILTROS3,12,7.66,16.64,BRL
MLB2128112528,Kit 4 Filtro Refil Compatível Purificador Agua Soft Chave,135.98,BRL,200,,https://produto.mercadolivre.com.br/MLB-2128112528-kit-4-filtro-refil-compativel-purificador-agua-soft-chave-_JM,BRAND,Policarbon,UNITS_PER_PACK,4,GTIN,7898945781930,363342951,24HORASFILTROS3,12,13.22,16.64,BRL
MLB2128116896,Kit 5 Refil Filtro Purificador Água Soft Everest Star Flat,156.98,BRL,150,,https://produto.mercadolivre.com.br/MLB-2128116896-kit-5-refil-filtro-purificador-agua-soft-everest-star-flat-_JM,BRAND,Policarbon,UNITS_PER_PACK,5,GTIN,7010639780900,363342951,24HORASFILTROS3,12,15.26,16.64,BRL
MLB2128118850,Kit 2 Filtro Refil Compatível Soft Everest Purificador - Kit,64.98,BRL,250,,https://produto.mercadolivre.com.br/MLB-2128118850-kit-2-filtro-refil-compativel-soft-everest-purificador-kit-_JM,BRAND,Policarbon,UNITS_PER_PACK,2,GTIN,7010639781426,363342951,24HORASFILTROS3,12,6.32,16.64,BRL
MLB2128123308,Kit 4 Filtro Refil Purificador Água Compatível Soft Everest,143.98,BRL,200,,https://produto.mercadolivre.com.br/MLB-2128123308-kit-4-filtro-refil-purificador-agua-compativel-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,4,GTIN,7010639780849,363342951,24HORASFILTROS3,4,35.99,0,BRL
MLB2128118882,Kit 2 Filtro Refil Compatível Soft Everest 2em1 Purificador,56.98,BRL,250,,https://produto.mercadolivre.com.br/MLB-2128118882-kit-2-filtro-refil-compativel-soft-everest-2em1-purificador-_JM,BRAND,Policarbon,UNITS_PER_PACK,2,GTIN,7010639781396,363342951,24HORASFILTROS3,12,5.54,16.64,BRL
MLB2128123334,Kit 5 Refil Filtro Compatível Purificador Água Soft Everest,159.98,BRL,150,,https://produto.mercadolivre.com.br/MLB-2128123334-kit-5-refil-filtro-compativel-purificador-agua-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,5,GTIN,7010639780917,363342951,24HORASFILTROS3,12,15.55,16.64,BRL
MLB2128125213,Kit 3 Filtro Refil Compatível Soft Everest Purificador - Kit,110.98,BRL,250,,https://produto.mercadolivre.com.br/MLB-2128125213-kit-3-filtro-refil-compativel-soft-everest-purificador-kit-_JM,BRAND,Policarbon,UNITS_PER_PACK,3,GTIN,7010639781433,363342951,24HORASFILTROS3,12,10.79,16.64,BRL
MLB2128128279,Kit 2 Filtro Refil Purificador De Agua Soft + Chave P Trocar,60.07,BRL,250,,https://produto.mercadolivre.com.br/MLB-2128128279-kit-2-filtro-refil-purificador-de-agua-soft-chave-p-trocar-_JM,BRAND,Policarbon,UNITS_PER_PACK,2,GTIN,7898945781930,363342951,24HORASFILTROS3,12,5.84,16.64,BRL
