ID,Title,Price,Currency,Available Quantity,Sold Quantity,Permalink,Brand ID,Brand Value,Units per Pack ID,Units per Pack Value,GTIN ID,GTIN Value,Seller ID,Seller Nickname,Installments Quantity,Installments Amount,Installments Rate,Installments Currency ID
MLB3648458289,Filtro Refil Para Purificador De Água Soft By Everest,33.1,BRL,1,,https://www.mercadolivre.com.br/filtro-refil-para-purificador-de-agua-soft-by-everest/p/MLB27557088,BRAND,WFS,,,GTIN,7898945781930,1191056970,OESTEFRIO REFRIGERAÇAO,12,3.21,16.34,BRL
MLB3502036707,Kit 3 Refil Polifil 500a Compátivel Purificador Soft Everest,159.02,BRL,50000,,https://produto.mercadolivre.com.br/MLB-3502036707-kit-3-refil-polifil-500a-compativel-purificador-soft-everest-_JM,BRAND,Ef- Elementos Filtrantes,UNITS_PER_PACK,1,GTIN,7799195449970,47024000,MUNDIAL FILTROS.,5,31.8,0,BRL
MLB4294915316,Cartucho Recarregável 9 3/4  Completo Zeólita Remove Ferro,149.87,BRL,500,,https://produto.mercadolivre.com.br/MLB-4294915316-cartucho-recarregavel-9-34-completo-zeolita-remove-ferro-_JM,BRAND,Royal B & B,,,,,1562763402,ROYALCOMMERCE,12,14.57,16.64,BRL
MLB2017230045,Registro/válvula Fechamento Compatível Com Purificador Soft,48.58,BRL,500,,https://produto.mercadolivre.com.br/MLB-2017230045-registrovalvula-fechamento-compativel-com-purificador-soft-_JM,BRAND,24 Horas Filtros,UNITS_PER_PACK,1,GTIN,7010639780740,133566193,24HORASFILTROSLOJA,12,4.71,16.34,BRL
MLB1895897568,Refil Filtro Vela Para Bebedouro Soft Everest Star/fit/plus,54.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-1895897568-refil-filtro-vela-para-bebedouro-soft-everest-starfitplus-_JM,BRAND,WFS,,,,,78734058,GRUPO FDMA,3,18.3,0,BRL
MLB4135153826,Refil Compatível Soft Everest Star Slim Fit Plus Baby,38.99,BRL,100,,https://produto.mercadolivre.com.br/MLB-4135153826-refil-compativel-soft-everest-star-slim-fit-plus-baby-_JM,BRAND,Hidrofiltros,UNITS_PER_PACK,1,,,648151613,RARVEL STORE,12,3.78,16.34,BRL
MLB1479383695,Refil Para Filtro Purificador Soft Everest 2 Em 1 Prolife - ,45,BRL,50,,https://produto.mercadolivre.com.br/MLB-1479383695-refil-para-filtro-purificador-soft-everest-2-em-1-prolife--_JM,BRAND,Planeta Água,,,,,167860915,AWREFRIGERACAO,12,4.36,16.34,BRL
MLB2128149081,Kit 6 Refil Filtro Purificador Água Compatível Soft Everest,180.98,BRL,150,,https://produto.mercadolivre.com.br/MLB-2128149081-kit-6-refil-filtro-purificador-agua-compativel-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,6,GTIN,7010639780887,363342951,24HORASFILTROS3,12,17.59,16.64,BRL
MLB3636900005,Kit 4 Refil Hidrofiltros Compatível Soft Everest Start Slim,166.76,BRL,1,,https://produto.mercadolivre.com.br/MLB-3636900005-kit-4-refil-hidrofiltros-compativel-soft-everest-start-slim-_JM,BRAND,Refil Filtro Hidrofiltros Compátivel Purificador Água Purificadores Soft Compativel Soft Everest Purificador SOFT STAR / SOFT SLIM / SOFT FLAT / SOFT FIT / SOFT PLUS Filtro similar refil 2 em 1,UNITS_PER_PACK,4,,,177954169,OLIMPPO,12,16.21,16.64,BRL
MLB4049622992,Kit 4 Refil Filtro Policarbon Universal Compatível Com Soft,127,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4049622992-kit-4-refil-filtro-policarbon-universal-compativel-com-soft-_JM,BRAND,Policarbon,,,GTIN,7898945781930,225275557,ZEGRANDEEPAGODEIRO,12,12.34,16.64,BRL
MLB1821422413,Pre Filtro Purificador Soft Everest,44.74,BRL,1,,https://produto.mercadolivre.com.br/MLB-1821422413-pre-filtro-purificador-soft-everest-_JM,BRAND,Everest,UNITS_PER_PACK,1,,,363742706,ELETROSHOP.LOUVEIRA,12,4.34,16.34,BRL
MLB3449454529,Kit 4 Vela Filtro Purifika Compativel Com Soft Everest 2x1,126,BRL,5000,,https://produto.mercadolivre.com.br/MLB-3449454529-kit-4-vela-filtro-purifika-compativel-com-soft-everest-2x1-_JM,BRAND,Policarbon,,,GTIN,7898945781930,1060519266,ROMAOSHEILA20220120230159,12,12.25,16.64,BRL
MLB4397983086,Refil Filtro Wfs Compatível Purificador Soft By Everest Slim,52.15,BRL,1,,https://produto.mercadolivre.com.br/MLB-4397983086-refil-filtro-wfs-compativel-purificador-soft-by-everest-slim-_JM,BRAND,WFS,UNITS_PER_PACK,1,GTIN,7792062773550,486394788,MINAGUA OFICIAL,12,5.07,16.64,BRL
MLB2128135166,5x Filtro Refil Compatível Purificador Agua Soft Everest,156.98,BRL,150,,https://produto.mercadolivre.com.br/MLB-2128135166-5x-filtro-refil-compativel-purificador-agua-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,5,GTIN,7898945781930,363342951,24HORASFILTROS3,12,15.26,16.64,BRL
MLB3610247364,Kit 02 Filtros E 01 Pré Filtro Soft Everest 2 Em 1 Original,199.9,BRL,250,,https://produto.mercadolivre.com.br/MLB-3610247364-kit-02-filtros-e-01-pre-filtro-soft-everest-2-em-1-original-_JM,BRAND,Everest,,,,,309206354,TOMUTILIDADESDOMESTICAS,6,33.32,0,BRL
MLB4685483534,Filtro Refil Compatível Ibbl Frq600 C+3 Bdf Pfn Imaginare Cor Branco,35.99,BRL,1,,https://www.mercadolivre.com.br/filtro-refil-compativel-ibbl-frq600-c3-bdf-pfn-imaginare-cor-branco/p/MLB27420568,BRAND,Policarbon,,,GTIN,7898945781992,1406015243,MTTRADE,12,3.49,16.34,BRL
MLB4710600274,Kit 2 Refil Água Purifika Compatível Purificador Everest ,58.43,BRL,1,,https://produto.mercadolivre.com.br/MLB-4710600274-kit-2-refil-agua-purifika-compativel-purificador-everest-_JM,BRAND,Policarbon Do Brasil,UNITS_PER_PACK,1,GTIN,7898945781930,823422323,REFILTRAR,3,19.48,0,BRL
MLB4284970080,Filtro Refil Hidrofiltros Compatível Purificadores Everest ,37,BRL,50,,https://produto.mercadolivre.com.br/MLB-4284970080-filtro-refil-hidrofiltros-compativel-purificadores-everest-_JM,BRAND,Hidrofiltros,UNITS_PER_PACK,1,GTIN,7896811128889,289164255,AOLAR,12,3.59,16.34,BRL
MLB4318909162,2 Refil Filtro Vela Compatível Soft Everest By Star Fit Baby,69.52,BRL,1,,https://produto.mercadolivre.com.br/MLB-4318909162-2-refil-filtro-vela-compativel-soft-everest-by-star-fit-baby-_JM,BRAND,Acquabios Compativel Com Modelo Soft Everest Merca Acquabios Soft Everest ; - PLUS - STAR - SLIM - FIT – BABY,UNITS_PER_PACK,2,GTIN,7899160930134,805981488,MHCSTORE,12,6.76,16.64,BRL
MLB3609181537,Filtro Refil Hidrofiltros Compatível Purificadores Everest ,35,BRL,1,,https://produto.mercadolivre.com.br/MLB-3609181537-filtro-refil-hidrofiltros-compativel-purificadores-everest-_JM,BRAND,Hidrofiltros,UNITS_PER_PACK,1,GTIN,7896811128889,1027233730,LAMARQUEZELETRODOMESTICOSLTDA,12,3.39,16.34,BRL
MLB2128164049,4 Filtro Refil Compatível Soft Everest Purificador + Chave,135.98,BRL,200,,https://produto.mercadolivre.com.br/MLB-2128164049-4-filtro-refil-compativel-soft-everest-purificador-chave-_JM,BRAND,Plicarbon,UNITS_PER_PACK,4,GTIN,7010639781440,363342951,24HORASFILTROS3,12,13.22,16.64,BRL
MLB3206564062,Refil Filtro Purificador Água Soft Everest Hf-sft ,36.73,BRL,1,,https://produto.mercadolivre.com.br/MLB-3206564062-refil-filtro-purificador-agua-soft-everest-hf-sft-_JM,BRAND,Hidrofiltros,,,,,1212235789,ATACADISTA MATSUDA,12,3.56,16.34,BRL
MLB3715182383,Refil Vela Compatível Soft Everest Star Slim Fit Plus Baby,31.5,BRL,1,,https://produto.mercadolivre.com.br/MLB-3715182383-refil-vela-compativel-soft-everest-star-slim-fit-plus-baby-_JM,BRAND,Acquabios,UNITS_PER_PACK,1,GTIN,7898614781995,805981488,MHCSTORE,12,3.05,16.34,BRL
MLB4592990226,2 Refil Filtro Aqua Compatível Purificador Água Soft Everest,52.98,BRL,500,,https://produto.mercadolivre.com.br/MLB-4592990226-2-refil-filtro-aqua-compativel-purificador-agua-soft-everest-_JM,BRAND,Quality,UNITS_PER_PACK,2,GTIN,7892449403855,133566193,24HORASFILTROSLOJA,12,5.15,16.64,BRL
MLB4285358402,Resina Mista Mb400 60% Aniônica 40% Catiônica 600g,67.85,BRL,500,,https://produto.mercadolivre.com.br/MLB-4285358402-resina-mista-mb400-60-aninica-40-catinica-600g-_JM,BRAND,Royal B & B,,,,,1562763402,ROYALCOMMERCE,12,6.6,16.64,BRL
MLB3529273331,Refil Filtro Vela Purificador Soft Everest Cor Outro,99,BRL,1,,https://www.mercadolivre.com.br/refil-filtro-vela-purificador-soft-everest-cor-outro/p/MLB27499575,BRAND,Soft Everest,,,,,1428995373,MEUFILTRO MARICA,3,33,0,BRL
MLB3564138953,"Kit 2 Refil Filtro Para Purificador Soft Everest Baby, Fit",59.47,BRL,50,,https://produto.mercadolivre.com.br/MLB-3564138953-kit-2-refil-filtro-para-purificador-soft-everest-baby-fit-_JM,BRAND,Outras,UNITS_PER_PACK,2,GTIN,"7898585360465,7899160930196",1623058013,LOJA_LUIS,12,5.78,16.64,BRL
MLB4340234596,Refil Filtro Para Purificador De Água Compativel Soft Kit 3,130,BRL,1,,https://produto.mercadolivre.com.br/MLB-4340234596-refil-filtro-para-purificador-de-agua-compativel-soft-kit-3-_JM,BRAND,Planeta Água,UNITS_PER_PACK,3,,,167860915,AWREFRIGERACAO,12,12.64,16.64,BRL
MLB990020050,Refil Para Filtro Purificador Soft Everest 2 Em 1 Prolife - 1013 Plus Fit Baby Slim Star Flat,41.71,BRL,50,,https://produto.mercadolivre.com.br/MLB-990020050-refil-para-filtro-purificador-soft-everest-2-em-1-prolife-1013-plus-fit-baby-slim-star-flat-_JM,BRAND,Planeta Água,,,,,218223270,SUPERFILTERFILTROS,3,13.9,0,BRL
MLB4732843968,4 Refil Compatível Pe10b Pe10x Filtro Electrolux Pappca20 Cor Branco,138.58,BRL,500,,https://www.mercadolivre.com.br/4-refil-compativel-pe10b-pe10x-filtro-electrolux-pappca20-cor-branco/p/MLB35668926,BRAND,Royal B & B,UNITS_PER_PACK,4,GTIN,7908240981581,568330522,ROYAL BEB,12,13.47,16.64,BRL
MLB3523965283,2 Refil Filtro Vela Purificador Agua Compatível By Everest,56.79,BRL,500,,https://produto.mercadolivre.com.br/MLB-3523965283-2-refil-filtro-vela-purificador-agua-compativel-by-everest-_JM,BRAND,Royal B & B,,,,,1097334748,BMCOMMERCE,12,5.52,16.64,BRL
MLB2609496496,Refil Filtro Vela Soft Everest Compatível Purificador Água,51.94,BRL,1,,https://produto.mercadolivre.com.br/MLB-2609496496-refil-filtro-vela-soft-everest-compativel-purificador-agua-_JM,BRAND,WFS,,,GTIN,8933990022924,657023931,NEWLIFEUTILIDADESDOMESTICAS,12,5.05,16.64,BRL
MLB3558214437,Filtro Refil Hidrofiltros Compatível Purificadores Everest,36.5,BRL,1,,https://produto.mercadolivre.com.br/MLB-3558214437-filtro-refil-hidrofiltros-compativel-purificadores-everest-_JM,BRAND,Hidrofiltros,UNITS_PER_PACK,1,,,1415874774,MARQUEZVARIEDADES,12,3.54,16.34,BRL
MLB3642962072,Kit 2 Refis Para Purificador Soft Everest Premium,98.07,BRL,100,,https://produto.mercadolivre.com.br/MLB-3642962072-kit-2-refis-para-purificador-soft-everest-premium-_JM,BRAND,Planeta Água,UNITS_PER_PACK,2,GTIN,7894249304424,227873124,REI MENORPRECO,3,32.69,0,BRL
MLB952361476,Kit 2 Filtro Refil Purificador De Agua Soft + Chave P Trocar,67.98,BRL,100,,https://produto.mercadolivre.com.br/MLB-952361476-kit-2-filtro-refil-purificador-de-agua-soft-chave-p-trocar-_JM,BRAND,Policarbon,UNITS_PER_PACK,2,GTIN,7898945781930,4606655,24HORASHOP,12,6.61,16.64,BRL
MLB2124408019,2 Refil Filtro Para Purificador De Água Soft Everest Similar,110,BRL,1,,https://produto.mercadolivre.com.br/MLB-2124408019-2-refil-filtro-para-purificador-de-agua-soft-everest-similar-_JM,BRAND,Planeta Água,UNITS_PER_PACK,1,,,629089783,MAKFREEZER 2020,12,10.69,16.64,BRL
MLB1678002144,Refil Filtro Vela Purificador Soft Everest Slim Original,129.21,BRL,1,,https://produto.mercadolivre.com.br/MLB-1678002144-refil-filtro-vela-purificador-soft-everest-slim-original-_JM,BRAND,Everest,UNITS_PER_PACK,1,,,363742706,ELETROSHOP.LOUVEIRA,12,12.56,16.64,BRL
MLB1094617189,"Filtro P/purificador Soft Everest Original +1 Mangueira 1,50",137.95,BRL,500,,https://produto.mercadolivre.com.br/MLB-1094617189-filtro-ppurificador-soft-everest-original-1-mangueira-150-_JM,BRAND,SOFT BY EVERST,,,,,205042414,LOJA SOFT,12,13.41,16.64,BRL
MLB1151713198,Refil Pro Life Para Purificador Soft Everest Kit 3 Peças Nf,139.99,BRL,1,,https://produto.mercadolivre.com.br/MLB-1151713198-refil-pro-life-para-purificador-soft-everest-kit-3-pecas-nf-_JM,BRAND,Planeta Água,,,GTIN,7898614781995,257753031,PURIFIQUE.COM.BR,12,13.61,16.64,BRL
MLB2603696898,Kit 4 Refis Filtro Para Purificador Soft Everest Premium,162.1,BRL,1,,https://produto.mercadolivre.com.br/MLB-2603696898-kit-4-refis-filtro-para-purificador-soft-everest-premium-_JM,BRAND,Planeta Água,UNITS_PER_PACK,4,GTIN,7898479256942,227873124,REI MENORPRECO,5,32.42,0,BRL
MLB1891296187,Kit 10 Refis Filtro Para Purificador De Água Soft Everest,327.87,BRL,1,,https://produto.mercadolivre.com.br/MLB-1891296187-kit-10-refis-filtro-para-purificador-de-agua-soft-everest-_JM,BRAND,Puriifika,,,GTIN,,537994731,MULTIFRIO SHOP,12,31.79,16.34,BRL
MLB2017236498,Registro Para Mangueira Compatível Com Purificador Soft,53.08,BRL,500,,https://produto.mercadolivre.com.br/MLB-2017236498-registro-para-mangueira-compativel-com-purificador-soft-_JM,BRAND,24 Horas Filtros,UNITS_PER_PACK,1,GTIN,7010639780740,133566193,24HORASFILTROSLOJA,3,17.69,0,BRL
MLB4242898742,5 Refil Filtro Vela Purificador Agua Compatível By Everest,177.19,BRL,1,,https://produto.mercadolivre.com.br/MLB-4242898742-5-refil-filtro-vela-purificador-agua-compativel-by-everest-_JM,BRAND,Royal B & B,,,,,1097334748,BMCOMMERCE,12,17.22,16.64,BRL
MLB3517929095,Refil Policarbon Compatível Filtro Purificador Soft Everest,30.3,BRL,5000,,https://produto.mercadolivre.com.br/MLB-3517929095-refil-policarbon-compativel-filtro-purificador-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,45096508,PANCADÃO ELETRÔNICOS,3,10.1,0,BRL
MLB4359741930,Filtro Refil Planeta Água Compatível Com Purificador Everest,44,BRL,1,,https://produto.mercadolivre.com.br/MLB-4359741930-filtro-refil-planeta-agua-compativel-com-purificador-everest-_JM,BRAND,Planeta Água,,,GTIN,7898931242995,1415874774,MARQUEZVARIEDADES,12,4.27,16.34,BRL
MLB4265192412,"Refil Filtro Compatível Soft, Star, Fit, Slim E Baby",42.5,BRL,1,,https://produto.mercadolivre.com.br/MLB-4265192412-refil-filtro-compativel-soft-star-fit-slim-e-baby-_JM,BRAND,Hidrofiltros,UNITS_PER_PACK,1,GTIN,7896811128889,112940772,FEMAGAZINEMG,12,4.12,16.34,BRL
MLB687638514,2 Refil Do Filtro Soft 2 Em 1 Everest Original,240,BRL,1,,https://produto.mercadolivre.com.br/MLB-687638514-2-refil-do-filtro-soft-2-em-1-everest-original-_JM,BRAND,Soft,UNITS_PER_PACK,1,,,167860915,AWREFRIGERACAO,8,30,0,BRL
MLB2138366441,Refil Filtro Pure Flow Wfs008 Compatível Soft Everest - Wfs,49,BRL,1,,https://produto.mercadolivre.com.br/MLB-2138366441-refil-filtro-pure-flow-wfs008-compativel-soft-everest-wfs-_JM,BRAND,WFS,UNITS_PER_PACK,1,GTIN,7899506753595,1027233730,LAMARQUEZELETRODOMESTICOSLTDA,12,4.75,16.34,BRL
MLB1126571653,Refil Pro Life Para Purificador Soft Everest Kit 3 Peças Nfe,149.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-1126571653-refil-pro-life-para-purificador-soft-everest-kit-3-pecas-nfe-_JM,BRAND,Planeta Água,,,GTIN,7898614781995,257753031,PURIFIQUE.COM.BR,4,37.48,0,BRL
MLB4226180638,Refil Policarbon Compatível Filtro Purificador Soft Everest,31.99,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226180638-refil-policarbon-compativel-filtro-purificador-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,1060519266,ROMAOSHEILA20220120230159,3,10.66,0,BRL
MLB3693764323,Refil Filtro Vela Purificador Soft Everest Original- 2 Unid,182.24,BRL,50,,https://produto.mercadolivre.com.br/MLB-3693764323-refil-filtro-vela-purificador-soft-everest-original-2-unid-_JM,BRAND,Soft Everest Refil Filtro,UNITS_PER_PACK,2,GTIN,7894984100039,1742777311,MABCOMSHOP,12,17.71,16.64,BRL
MLB4226246120,Refil Vela Policarbon  Compatível Filtro Soft Todos Modelos,28.37,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226246120-refil-vela-policarbon-compativel-filtro-soft-todos-modelos-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,352911903,MAGAZINE PANCADÃO,12,2.75,16.34,BRL
MLB4710585940,Refil Policarbon Compatível C/ Purificador Soft Everest,39.61,BRL,50,,https://produto.mercadolivre.com.br/MLB-4710585940-refil-policarbon-compativel-c-purificador-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,GTIN,7792245811505,823422323,REFILTRAR,12,3.84,16.34,BRL
MLB3557123975,Filtro Refil Planeta Água Compatível Com Purificador Everest,46,BRL,1,,https://produto.mercadolivre.com.br/MLB-3557123975-filtro-refil-planeta-agua-compativel-com-purificador-everest-_JM,BRAND,Planeta Água,,,GTIN,7898931242995,1027233730,LAMARQUEZELETRODOMESTICOSLTDA,12,4.46,16.34,BRL
MLB3521780413,Kit 2 Refil Filtro Compatível Purificador Soft Everest Todos,128.68,BRL,500,,https://www.mercadolivre.com.br/kit-2-refil-filtro-compativel-purificador-soft-everest-todos/p/MLB28370423,BRAND,WFS,UNITS_PER_PACK,2,GTIN,7010639781051,363342951,24HORASFILTROS3,12,12.51,16.64,BRL
MLB3526933637,4 - Refis Filtro Para Purificador Soft Everest Premium,173.5,BRL,500,,https://produto.mercadolivre.com.br/MLB-3526933637-4-refis-filtro-para-purificador-soft-everest-premium-_JM,BRAND,Planeta Água,UNITS_PER_PACK,3,,,227873124,REI MENORPRECO,5,34.7,0,BRL
MLB3050149677,Pré Filtro Refil Original Soft Everest Envio Imediato ,30.85,BRL,250,,https://produto.mercadolivre.com.br/MLB-3050149677-pre-filtro-refil-original-soft-everest-envio-imediato-_JM,BRAND,Soft Everest,,,,,207483219,MAJU UTILIDADESDOMESTICAS,3,10.28,0,BRL
MLB2128144467,Kit 3 Filtro Refil Compatível Soft Everest 2em1 Purificador,78.8,BRL,250,,https://produto.mercadolivre.com.br/MLB-2128144467-kit-3-filtro-refil-compativel-soft-everest-2em1-purificador-_JM,BRAND,Policarbon,UNITS_PER_PACK,3,GTIN,7010639781402,363342951,24HORASFILTROS3,12,7.66,16.64,BRL
MLB2076016226,Refil Acquabios Soft Everest Pro Se 2 Em 1,50.6,BRL,1,,https://produto.mercadolivre.com.br/MLB-2076016226-refil-acquabios-soft-everest-pro-se-2-em-1-_JM,BRAND,Acquabios,,,GTIN,7898585360465,648031004,ELETROBOA,12,4.92,16.64,BRL
MLB4232917956,2 Refil Compatível Pe10b Pe10x Filtro Electrolux Pappca20,78.39,BRL,500,,https://produto.mercadolivre.com.br/MLB-4232917956-2-refil-compativel-pe10b-pe10x-filtro-electrolux-pappca20-_JM,BRAND,Royal B & B,,,,,568330522,ROYAL BEB,12,7.62,16.64,BRL
MLB3449445115,Kit 4 Vela Refil Policarbon Compativel C/ Soft Everest,125.9,BRL,5000,,https://produto.mercadolivre.com.br/MLB-3449445115-kit-4-vela-refil-policarbon-compativel-c-soft-everest-_JM,BRAND,Policarbon,,,GTIN,7898945781930,1060519266,ROMAOSHEILA20220120230159,4,31.48,0,BRL
MLB1485311250,Filtro Refil Máquina De Gelo Carvão Ativado ,48.34,BRL,5000,,https://produto.mercadolivre.com.br/MLB-1485311250-filtro-refil-maquina-de-gelo-carvo-ativado-_JM,BRAND,EF - cbc 10 polegadas 9.3/4,UNITS_PER_PACK,1,,,47024000,MUNDIAL FILTROS.,12,4.69,16.34,BRL
MLB2155199521,Filtro Refil Compatível Purificar Soft Everest Slim Baby,58.48,BRL,200,,https://produto.mercadolivre.com.br/MLB-2155199521-filtro-refil-compativel-purificar-soft-everest-slim-baby-_JM,BRAND,WFS,UNITS_PER_PACK,1,GTIN,7892449401967,4606655,24HORASHOP,12,5.68,16.64,BRL
MLB3604063327,Refil Filtro Wfs Compatível Purificadores Soft By Everest.,38.9,BRL,50,,https://produto.mercadolivre.com.br/MLB-3604063327-refil-filtro-wfs-compativel-purificadores-soft-by-everest-_JM,BRAND,WFS,UNITS_PER_PACK,1,,,1146924732,LP SHOPDOSFILTROS,12,3.77,16.34,BRL
MLB3638671905,Cartucho Refil Membrana De Osmose Reversa Royal B&b 100gpd,104.47,BRL,500,,https://produto.mercadolivre.com.br/MLB-3638671905-cartucho-refil-membrana-de-osmose-reversa-royal-bb-100gpd-_JM,BRAND,Royal B & B,,,,,568330522,ROYAL BEB,12,10.15,16.64,BRL
MLB1677997740,Refil Filtro Vela Purificador Soft Everest Original,129.45,BRL,1,,https://produto.mercadolivre.com.br/MLB-1677997740-refil-filtro-vela-purificador-soft-everest-original-_JM,BRAND,Everest,UNITS_PER_PACK,1,,,363742706,ELETROSHOP.LOUVEIRA,12,12.58,16.64,BRL
MLB4226181688,Refil Vela Policarbon  Compatível Filtro Soft Todos Modelos,33.15,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226181688-refil-vela-policarbon-compativel-filtro-soft-todos-modelos-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,471334924,TENDTUDOPRINCESINHA,12,3.21,16.34,BRL
MLB4653204236,Filtro Refil Compatível Soft Everest 2em1 Vela Purificador,57.3,BRL,500,,https://www.mercadolivre.com.br/filtro-refil-compativel-soft-everest-2em1-vela-purificador/p/MLB36527512,BRAND,Quality,,,GTIN,7892449403831,219324699,OLIST,12,5.57,16.64,BRL
MLB2609477672,Filtro Refil Purificador De Água Bebedouro Soft Everest Star,51.94,BRL,1,,https://produto.mercadolivre.com.br/MLB-2609477672-filtro-refil-purificador-de-agua-bebedouro-soft-everest-star-_JM,BRAND,WFS,,,GTIN,8933990022924,657023931,NEWLIFEUTILIDADESDOMESTICAS,12,5.05,16.64,BRL
MLB833651383,Mangueira Para Filtro De Água De 1/4 Atóxica,12.9,BRL,250,,https://produto.mercadolivre.com.br/MLB-833651383-mangueira-para-filtro-de-agua-de-14-atoxica-_JM,BRAND,dmacher,,,GTIN,7898485680441,27161353,LOJAZIPML,,,,
MLB4519714782,Kit 2 Refil Hidrofiltros Compatível Soft Everest Start Slim,78.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-4519714782-kit-2-refil-hidrofiltros-compativel-soft-everest-start-slim-_JM,BRAND,Refil Filtro Hidrofiltros Compátivel Purificador Água Purificadores Soft Compativel Soft Everest Purificador SOFT STAR / SOFT SLIM / SOFT FLAT / SOFT FIT / SOFT PLUS Filtro similar refil 2 em 1,UNITS_PER_PACK,2,,,177954169,OLIMPPO,12,7.67,16.64,BRL
MLB729278123,Refil Filtro Para Purificador De Água Soft Everest Original,114,BRL,1,,https://produto.mercadolivre.com.br/MLB-729278123-refil-filtro-para-purificador-de-agua-soft-everest-original-_JM,BRAND,Soft,,,,,167860915,AWREFRIGERACAO,12,11.08,16.64,BRL
MLB2029739149,Filtro Refil Compatível Soft Everest Purificador 2em1 Vela,32.28,BRL,50,,https://produto.mercadolivre.com.br/MLB-2029739149-filtro-refil-compativel-soft-everest-purificador-2em1-vela-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,GTIN,7010639781181,133566193,24HORASFILTROSLOJA,12,3.13,16.34,BRL
MLB2827584677,Refil Para Purificador De Água Soft Everest Hidrofiltros,38.99,BRL,1,,https://produto.mercadolivre.com.br/MLB-2827584677-refil-para-purificador-de-agua-soft-everest-hidrofiltros-_JM,BRAND,Hidrofiltros,,,,,448499977,IMPACTO REFRIGERAÇÃO,12,3.78,16.34,BRL
MLB4055673752,Refis Policarbon Compatível Com Purificadores Soft Everest,30.3,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4055673752-refis-policarbon-compativel-com-purificadores-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,471334924,TENDTUDOPRINCESINHA,3,10.1,0,BRL
MLB2603708972,Kit 2 Refis Filtro Para Purificador Soft Everest Premium,99.19,BRL,1,,https://produto.mercadolivre.com.br/MLB-2603708972-kit-2-refis-filtro-para-purificador-soft-everest-premium-_JM,BRAND,Planeta Água,UNITS_PER_PACK,2,GTIN,7894249304783,227873124,REI MENORPRECO,3,33.06,0,BRL
MLB3736228643,Kit 02 Un Refil Clor Carbon Block 5 Para Purificador Água,78.5,BRL,1,,https://produto.mercadolivre.com.br/MLB-3736228643-kit-02-un-refil-clor-carbon-block-5-para-purificador-agua-_JM,BRAND,Hidrofiltros,UNITS_PER_PACK,2,,,502171257,REDE DELTA,3,26.17,0,BRL
MLB3538537123,Filtro De Água Externo Geladeira Side By Side C/ Conectores,39.87,BRL,250,,https://produto.mercadolivre.com.br/MLB-3538537123-filtro-de-agua-externo-geladeira-side-by-side-c-conectores-_JM,BRAND,Royal B & B,,,,,1562763402,ROYALCOMMERCE,12,3.87,16.34,BRL
MLB3570866115,Refil Purificador Superzon Original,159.9,BRL,50,,https://produto.mercadolivre.com.br/MLB-3570866115-refil-purificador-superzon-original-_JM,BRAND,Soft Everest,UNITS_PER_PACK,1,,,1605526202,VALMKTPLACE,5,31.98,0,BRL
MLB4388784478,Refil Pro-se Compatível Com Filtro Água Bebedouro Everest,37.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-4388784478-refil-pro-se-compativel-com-filtro-agua-bebedouro-everest-_JM,BRAND,Acquabios,UNITS_PER_PACK,1,GTIN,7898585360465,337115552,NEEWNEEW20230704095705,3,12.63,0,BRL
MLB3449466795,Kit 4 Vela Filtro Purifika Compativel Com Soft Everest 2x1,124.13,BRL,5000,,https://produto.mercadolivre.com.br/MLB-3449466795-kit-4-vela-filtro-purifika-compativel-com-soft-everest-2x1-_JM,BRAND,Policarbon,,,GTIN,7898945781930,352911903,MAGAZINE PANCADÃO,12,12.07,16.64,BRL
MLB4484588708,2 Refil Filtro Aqua Compatível Purificador Água Soft Everest,54.88,BRL,1,,https://produto.mercadolivre.com.br/MLB-4484588708-2-refil-filtro-aqua-compativel-purificador-agua-soft-everest-_JM,BRAND,Quality,UNITS_PER_PACK,1,GTIN,7892449403732,4606655,24HORASHOP,12,5.33,16.64,BRL
MLB3050792971,"Refil Purifika Mais 7 Camadas De Purificação 8,8x10,5x8,8cm",55.05,BRL,1,,https://produto.mercadolivre.com.br/MLB-3050792971-refil-purifika-mais-7-camadas-de-purificaco-88x105x88cm-_JM,BRAND,Purifika,,,,,301993680,WCP_ELETRO,3,18.35,0,BRL
